title,runtime,imdb_score,imdb_votes,user_review_count,critic_review_count,critic_overall_score,critic_positive_score,critic_mixed_score,critic_negative_score,user_overall_score,user_positive_score,user_mixed_score,user_negative_score
Wat's Pig,11 min,6.9,544,8,2,,,,,,,,
James and the Giant Peach,79 min,6.7,65659,103,73,78,31,4,1,6.9,10,4,1
Quest,12 min,7.1,725,6,,,,,,,,,
Twister,113 min,6.4,192049,496,133,68,12,4,1,7.2,81,48,11
Ridicule,102 min,7.3,7567,51,31,80,19,1,0,tbd,0,0,1
Secrets & Lies,136 min,8.0,42479,176,65,91,26,1,0,8.2,60,4,5
Breaking the Waves,159 min,7.8,65987,243,94,76,21,5,2,8.0,65,10,4
Kolya,105 min,7.8,15336,66,62,,,,,,,,
Brooms,16 min,7.3,64,,,,,,,,,,
DragonHeart,103 min,6.4,96462,169,57,49,10,12,5,7.0,4,2,1
The Rock,136 min,7.4,331433,528,130,58,14,8,2,8.6,365,34,22
A Chef in Love,100 min,6.4,689,8,13,,,,,,,,
Emma,120 min,6.6,38560,163,57,66,15,6,1,8.2,34,4,2
Eraser,115 min,6.1,109466,,,,,,,,,,
The Hunchback of Notre Dame,91 min,7.0,153369,323,87,74,23,5,0,7.9,50,3,2
Senza parole,9 min,6.6,39,,,,,,,,,,
Independence Day,145 min,7.0,561238,1K,197,59,9,8,2,6.8,206,99,30
The Nutty Professor,95 min,5.7,115820,138,51,62,13,7,0,6.9,40,34,4
Special Effects: Anything Can Happen,40 min,7.4,190,2,7,,,,,,,,
Cosmic Voyage,36 min,7.6,734,10,4,,,,,,,,
Michael Collins,133 min,7.1,31308,112,44,60,11,7,2,7.3,22,4,1
The Portrait of a Lady,144 min,6.2,11773,,,,,,,,,,
Sleepers,147 min,7.6,215855,349,72,49,9,3,6,8.5,120,12,5
Sling Blade,135 min,8.0,92810,342,85,84,25,1,0,8.4,84,9,2
Fly Away Home,107 min,6.9,25276,102,46,77,28,0,0,tbd,1,0,0
La Salla,8 min,5.2,238,4,,,,,,,,,
The First Wives Club,103 min,6.4,48077,,,,,,,,,,
The Line King: The Al Hirschfeld Story,86 min,7.3,404,4,8,,,,,,,,
The Ghost and the Darkness,110 min,6.8,60814,198,69,,,,,,,,
Suzanne Farrell: Elusive Muse,90 min,7.7,67,3,3,,,,,,,,
Mandela,118 min,6.8,371,4,4,,,,,,,,
The People vs. Larry Flynt,130 min,7.3,93754,154,73,79,21,1,2,8.4,110,11,1
Romeo + Juliet,120 min,6.8,223963,589,84,60,12,6,2,6.4,80,40,29
Little Surprises,36 min,7.4,106,,,,,,,,,,
The English Patient,162 min,7.4,187727,545,126,87,28,3,0,7.2,130,26,21
Tell the Truth and Run: George Seldes and the American Press,90 min,7.9,130,2,,,,,,,,,
The Mirror Has Two Faces,126 min,6.6,19722,97,27,,,,,,,,
Ayn Rand: A Sense of Life,145 min,6.5,601,23,18,,,,,,,,
Linked,24 min,7.1,235,,,,,,,,,,
Star Trek: First Contact,111 min,7.6,123799,348,159,71,13,5,0,8.2,119,14,6
The Crucible,124 min,6.8,37361,139,63,,,,,,,,
The Wild Bunch: An Album in Montage,34 min,7.2,253,5,2,,,,,,,,
Daylight,114 min,5.9,72281,129,77,,,,,,,,
Jerry Maguire,139 min,7.3,258953,394,124,77,24,4,0,8.4,200,22,6
The Preacher's Wife,123 min,5.6,12226,65,40,,,,,,,,
Evita,135 min,6.3,35513,215,66,45,8,12,3,7.8,89,11,17
Marvin's Room,98 min,6.7,27793,84,45,68,13,6,1,8.2,32,6,1
Beyond Silence,109 min,7.5,4338,28,37,,,,,,,,
Ghosts of Mississippi,130 min,6.7,11072,75,28,,,,,,,,
One Fine Day,108 min,6.5,45871,101,37,,,,,,,,
Famous Fred,30 min,6.0,212,5,,,,,,,,,
Hamlet,242 min,7.8,37817,271,78,,,,,,,,
Canhead,8 min,6.7,195,4,,,,,,,,,
"De tripas, corazón",16 min,7.3,166,3,,,,,,,,,
Dear Diary,22 min,6.2,97,3,,,,,,,,,
Ernst & lyset,12 min,7.4,616,4,,,,,,,,,
An Essay on Matisse,57 min,6.9,24,,,,,,,,,,
The Old Lady and the Pigeons,25 min,7.8,2797,11,2,,,,,,,,
Dance Lexie Dance,14 min,7.2,75,,,,,,,,,,
Amazon,38 min,6.8,328,4,3,,,,,,,,
Ulee's Gold,113 min,7.0,7156,66,54,77,19,4,0,7.4,11,4,0
Children of Heaven,89 min,8.2,73173,201,59,77,10,3,1,7.6,9,0,2
Donnie Brasco,127 min,7.7,299008,332,117,76,17,4,0,3.0,153,13,292
Mermaid,10 min,7.7,1095,13,3,,,,,,,,
Secrets of the Heart,105 min,7.1,1874,13,5,,,,,,,,
Alaska: Spirit of the Wild,41 min,7.1,550,4,7,,,,,,,,
Character,122 min,7.7,10836,72,51,,,,,,,,
Four Days in September,110 min,7.4,4910,24,23,,,,,,,,
Visas and Virtue,26 min,6.7,138,3,3,,,,,,,,
Waco: The Rules of Engagement,165 min,7.9,3547,40,18,,,,,,,,
The Long Way Home,120 min,7.6,1160,6,12,,,,,,,,
The Fifth Element,126 min,7.7,461700,931,183,52,10,9,3,8.7,522,34,25
Afterglow,119 min,6.0,3511,49,38,68,15,7,0,5.0,1,1,2
L.A. Confidential,138 min,8.3,569237,789,147,90,27,1,0,8.7,537,22,15
The Sweet Hereafter,112 min,7.5,34843,226,95,91,23,0,0,8.1,50,6,4
The Lost World: Jurassic Park,129 min,6.5,404525,732,186,59,7,11,0,7.1,327,145,23
Mrs. Brown,101 min,7.2,14338,75,39,71,17,5,0,7.4,9,2,0
Con Air,115 min,6.9,292812,447,129,52,8,11,4,8.5,297,41,21
Hercules,93 min,7.3,223725,,,,,,,,,,
Face/Off,138 min,7.3,368538,661,136,82,22,3,0,8.8,635,41,29
My Best Friend's Wedding,105 min,6.3,139796,231,64,50,11,9,3,8.1,82,17,7
Men in Black,98 min,7.3,552034,383,164,71,15,7,0,8.7,576,57,7
4 Little Girls,102 min,7.8,3268,39,16,88,15,1,0,7.6,9,1,2
Contact,150 min,7.5,269559,760,173,62,12,11,0,8.0,169,29,7
Air Force One,124 min,6.5,192461,475,122,61,15,6,4,6.6,79,43,17
Redux Riding Hood,15 min,7.1,157,2,,,,,,,,,
Still Kicking: The Fabulous Palm Springs Follies,38 min,7.3,47,,,,,,,,,,
The Full Monty,91 min,7.2,105078,,,,,,,,,,
Deconstructing Harry,96 min,7.3,44687,141,73,61,12,4,3,7.3,28,10,2
Affliction,114 min,6.9,17039,203,66,79,29,5,1,8.2,21,2,1
The Thief,96 min,7.6,5276,46,38,,,,,,,,
The Wings of the Dove,102 min,7.1,12273,76,42,73,15,2,1,8.6,19,1,1
The Apostle,134 min,7.2,14096,165,82,83,23,4,1,5.7,20,1,12
Gattaca,106 min,7.8,297237,812,180,64,11,8,1,8.7,371,21,10
In & Out,90 min,6.4,41319,165,72,70,14,4,0,2.4,15,7,49
Boogie Nights,155 min,7.9,258496,656,183,85,25,3,0,4.2,292,23,347
Culture,29 min,6.6,62,,,,,,,,,,
Titanic,194 min,7.9,1128378,3.1K,331,75,26,6,3,8.5,"1,235",79,99
Colors Straight Up,94 min,7.1,66,,2,,,,,,,,
Starship Troopers,129 min,7.3,288025,1.2K,203,51,7,10,3,8.8,448,27,18
Family Video Diaries: Daughter of the Bride,30 min,6.2,25,,,,,,,,,,
Anastasia,94 min,7.1,120792,240,66,61,11,6,2,8.0,91,27,3
Geri's Game,5 min,7.9,24939,50,14,,,,,,,,
When Life Departs,11 min,6.7,135,4,,,,,,,,,
Good Will Hunting,126 min,8.3,932978,996,158,70,23,5,0,8.7,549,29,12
Amistad,155 min,7.3,75830,253,91,63,14,8,1,7.2,59,20,3
As Good as It Gets,139 min,7.7,293802,599,135,67,19,10,1,8.6,251,26,7
Jackie Brown,154 min,7.5,340476,609,167,64,13,9,1,8.3,439,54,12
Kundun,134 min,7.0,27864,140,74,74,21,5,0,7.6,31,9,1
Wag the Dog,97 min,7.1,83168,247,117,73,16,6,0,7.4,42,12,2
Life Is Beautiful,116 min,8.6,673594,1.4K,153,59,21,6,5,7.8,283,32,42
Oscar and Lucinda,132 min,6.6,6826,,,,,,,,,,
It's Good to Talk,14 min,7.1,38,,,,,,,,,,
A Story of Healing,28 min,6.7,82,,,,,,,,,,
Skal vi være kærester?,11 min,6.8,62,,,,,,,,,,
Wolfgang,14 min,6.7,202,,,,,,,,,,
Central Station,110 min,8.0,39098,282,69,80,22,2,0,8.6,77,2,9
"The Farm: Angola, USA",88 min,7.5,788,11,11,,,,,,,,
Gods and Monsters,105 min,7.4,30723,245,68,74,28,3,1,7.6,24,8,0
The Postcard,18 min,7.0,33,,,,,,,,,,
Primary Colors,143 min,6.7,28872,166,104,70,24,4,2,8.3,25,4,0
The Horse Whisperer,169 min,6.7,40979,292,75,65,9,9,1,6.3,15,8,4
Quest for Camelot,86 min,6.2,16399,83,35,,,,,,,,
Bulworth,108 min,6.8,26054,242,98,75,24,4,0,8.8,41,4,2
Velvet Goldmine,118 min,6.9,35413,330,89,65,15,8,2,8.0,43,7,4
The Truman Show,103 min,8.2,1029444,1.3K,250,90,30,0,0,6.7,775,32,269
Mulan,88 min,7.6,278325,383,129,71,18,6,0,8.4,303,23,11
Out of Sight,123 min,7.0,91319,352,153,85,26,3,1,8.4,131,18,6
Armageddon,151 min,6.7,417662,1.3K,164,42,8,8,7,6.4,180,107,60
American History X,119 min,8.5,1092675,1.6K,125,62,21,8,3,8.7,635,35,19
The Mask of Zorro,136 min,6.8,180832,370,123,63,13,9,0,8.7,204,37,4
Saving Private Ryan,169 min,8.6,1339893,2.8K,267,91,37,1,0,8.9,"1,145",39,39
Tango,115 min,7.0,2903,40,37,,,,,,,,
The Red Violin,130 min,7.6,32893,280,57,57,11,10,1,8.0,21,1,2
Hilary and Jackie,121 min,7.3,10236,111,68,78,18,2,1,7.9,8,0,1
Elizabeth,124 min,7.4,97870,448,114,75,25,4,1,7.4,59,7,9
A Simple Plan,121 min,7.5,68747,463,110,82,24,3,1,7.5,64,6,6
Pleasantville,124 min,7.5,127627,754,137,71,24,8,0,8.6,232,19,9
One True Thing,127 min,7.0,12040,120,50,63,18,6,1,7.7,11,3,1
Little Voice,97 min,7.0,16472,170,43,68,19,5,1,8.5,15,2,0
What Dreams May Come,113 min,7.0,107604,704,80,44,4,15,6,6.8,48,27,9
Beloved,172 min,6.0,8968,,,,,,,,,,
The Grandfather,151 min,7.4,1897,21,11,57,8,6,1,tbd,1,1,0
Sunrise Over Tiananmen Square,29 min,7.9,143,2,,,,,,,,,
Patch Adams,115 min,6.8,112034,444,53,25,1,10,10,6.6,70,20,27
Lenny Bruce: Swear to Tell the Truth,100 min,7.9,580,11,6,,,,,,,,
The Last Days,87 min,7.9,4205,37,40,85,23,2,0,tbd,2,0,0
My Mother Dreams the Satan's Disciples in New York,30 min,6.9,143,8,,,,,,,,,
Bunny,7 min,6.7,1958,23,2,,,,,,,,
A Bug's Life,95 min,7.2,285340,410,124,77,18,5,0,7.7,348,63,17
Babe: Pig in the City,97 min,5.8,33218,234,49,68,19,5,1,6.6,11,6,1
3 Misses,11 min,5.8,313,5,,,,,,,,,
Shakespeare in Love,123 min,7.1,222702,813,120,87,30,3,0,7.1,129,37,19
The Prince of Egypt,99 min,7.1,128642,462,101,64,18,7,1,8.6,157,11,5
The Canterbury Tales,28 min,6.4,211,5,,,,,,,,,
The Thin Red Line,170 min,7.6,184809,1.5K,172,78,29,3,0,8.1,208,23,19
A Civil Action,115 min,6.6,28738,193,62,68,16,10,0,7.8,47,12,7
Mighty Joe Young,114 min,5.7,28965,106,42,51,8,10,2,8.8,10,3,0
Under the Sun,130 min,6.8,2664,,,,,,,,,,
Dancemaker,98 min,7.0,131,2,18,,,,,,,,
Regret to Inform,72 min,7.4,324,7,24,,,,,,,,
Holiday Romance,19 min,7.0,117,2,,,,,,,,,
More,6 min,8.1,5813,38,6,,,,,,,,
A Place in the Land,32 min,6.0,19,,,,,,,,,,
Election Night,11 min,7.5,2302,12,4,,,,,,,,
Victor,18 min,7.4,60,,,,,,,,,,
Uma História de Futebol,20 min,7.3,178,,,,,,,,,,
On the Ropes,94 min,7.3,459,9,16,80,11,2,0,7.8,5,0,0
Tumbleweeds,102 min,6.7,3443,73,59,75,30,4,0,7.3,6,1,0
Speaking in Strings,73 min,6.7,217,2,8,56,4,4,2,tbd,2,0,0
Genghis Blues,88 min,7.9,1370,33,28,,,,,,,,
Theis and Nico,20 min,6.8,82,,,,,,,,,,
Buena Vista Social Club,105 min,7.6,19145,87,59,81,17,2,0,8.0,12,1,0
The Matrix,136 min,8.7,1850816,4.8K,250,73,29,5,1,8.9,"1,763",65,52
All About My Mother,101 min,7.8,95252,256,86,87,34,0,0,8.5,100,7,0
Life,108 min,6.8,49784,,,,,,,,,,
The Mummy,124 min,7.1,417950,1.1K,130,48,11,16,7,8.7,618,54,16
Election,103 min,7.3,95905,490,156,83,30,3,0,8.8,241,13,7
The Personals,40 min,6.4,52,,,,,,,,,,
Solomon & Gaenor,105 min,6.8,1335,26,18,58,12,8,2,7.1,5,0,2
Killing Joe,41 min,6.4,75,,,,,,,,,,
Star Wars: Episode I - The Phantom Menace,136 min,6.5,777114,3.9K,360,51,15,15,6,6.2,929,710,300
The Straight Story,112 min,8.0,89020,474,158,86,31,1,0,8.3,101,9,4
Austin Powers: The Spy Who Shagged Me,95 min,6.6,229056,804,176,59,20,12,2,8.6,310,34,21
Tarzan,88 min,7.3,219792,328,134,79,22,5,0,7.8,194,29,11
"South Park: Bigger, Longer & Uncut",81 min,7.7,201845,983,121,73,27,4,0,8.6,362,19,26
The Old Man and the Sea,20 min,8.0,4193,16,10,,,,,,,,
The Sixth Sense,107 min,8.2,965346,2.3K,258,64,25,,,64,25,,
East/West,121 min,7.4,4848,,,,,,,,,,
Himalaya,108 min,7.5,5401,56,48,73,16,3,0,8.1,13,0,2
Being John Malkovich,113 min,7.8,329254,920,252,90,36,0,0,8.8,504,26,15
Boys Don't Cry,118 min,7.5,96731,453,71,86,32,1,0,7.6,95,13,7
Topsy-Turvy,160 min,7.3,12547,217,76,90,30,1,0,8.0,23,3,1
Sweet and Lowdown,95 min,7.2,34903,149,81,70,27,5,1,8.0,29,6,0
When the Day Breaks,10 min,6.8,1266,9,2,,,,,,,,
Music of the Heart,124 min,6.8,12611,132,57,54,13,18,2,8.6,39,0,3
The Cider House Rules,126 min,7.4,97719,437,119,75,29,3,0,8.6,108,8,6
American Beauty,122 min,8.4,1128511,3K,212,84,30,3,1,8.9,"1,089",34,47
Fight Club,139 min,8.8,2024118,4.2K,368,66,23,10,2,9.0,"1,880",73,76
Snow Falling on Cedars,127 min,6.8,14099,200,95,44,8,15,8,6.1,7,2,4
The Hurricane,146 min,7.6,96128,,,,,,,,,,
Humdrum,7 min,6.7,395,8,,,,,,,,,
Stora & små mirakel,25 min,6.7,126,,,,,,,,,,
Jolly Roger,12 min,6.3,210,2,,,,,,,,,
One Day in September,94 min,7.8,5977,63,53,82,19,1,0,5.8,10,1,6
The Insider,157 min,7.8,168882,565,207,84,33,1,0,8.6,154,7,3
Toy Story 2,92 min,7.9,563792,667,203,88,32,2,0,8.7,830,44,15
The Periwig-Maker,15 min,7.0,591,10,,,,,,,,,
Sleepy Hollow,105 min,7.3,351341,1K,244,65,26,8,1,8.8,543,47,8
The End of the Affair,102 min,7.0,22720,180,51,65,21,10,1,7.8,15,4,1
Stuart Little,84 min,6.0,132532,227,87,61,22,7,3,6.6,58,41,10
The Green Mile,189 min,8.6,1250749,2K,210,61,19,15,2,8.2,564,29,56
Anna and the King,148 min,6.7,37136,226,80,56,11,21,0,6.6,11,12,1
"Girl, Interrupted",127 min,7.3,179853,451,63,51,14,14,4,7.5,85,25,6
Magnolia,188 min,8.0,306991,,,,,,,,,,
The Talented Mr. Ripley,139 min,7.4,204019,788,178,76,31,2,2,8.6,333,20,20
Bicentennial Man,132 min,6.9,115962,425,87,42,7,14,10,7.8,114,22,13
Titus,162 min,7.1,20553,299,64,57,16,7,6,6.6,11,7,2
Angela's Ashes,145 min,7.3,21750,169,71,54,15,12,5,6.9,13,7,3
Kleingeld,15 min,7.4,338,3,,,,,,,,,
My Grandmother Ironed the King's Shirts,11 min,6.9,547,4,,,,,,,,,
King Gimp,39 min,7.9,244,4,,,,,,,,,
The Wildest Show in the South: The Angola Prison Rodeo,30 min,6.3,91,5,,,,,,,,,
You Can Count on Me,111 min,7.5,29743,248,71,85,28,3,0,8.4,94,5,9
Scottsboro: An American Tragedy,84 min,7.4,327,,4,74,7,1,0,tbd,0,0,0
Sound and Fury,80 min,7.9,1013,19,16,85,17,0,0,7.0,4,1,1
Long Night's Journey Into Day,94 min,7.4,255,7,13,85,4,0,0,tbd,3,0,0
Legacy,90 min,6.8,144,3,3,,,,,,,,
Wonder Boys,107 min,7.3,63935,363,143,73,28,8,0,8.0,37,5,2
The Taste of Others,112 min,7.2,9725,52,52,78,22,2,0,6.9,4,5,0
Erin Brockovich,131 min,7.4,192863,562,138,73,26,9,1,8.2,144,20,5
Divided We Fall,117 min,7.6,5143,65,46,69,18,5,0,7.6,9,0,2
Everybody's Famous!,97 min,6.9,3246,37,32,60,12,4,2,tbd,1,0,0
Dolphins,39 min,7.2,509,8,14,,,,,,,,
U-571,116 min,6.6,81850,660,147,62,22,11,2,6.8,34,10,6
Eyewitness,38 min,7.4,21,,,,,,,,,,
Seraglio,14 min,7.0,91,4,,,,,,,,,
Gladiator,155 min,8.5,1447156,,,,,,,,,,
Vatel,103 min,6.6,7806,46,34,44,4,6,3,6.7,10,3,3
"O Brother, Where Art Thou?",107 min,7.7,305212,991,107,69,23,4,3,7.8,194,36,14
Requiem for a Dream,102 min,8.3,817575,2.2K,258,68,22,6,4,8.8,784,31,37
Amores perros,154 min,8.1,236600,416,164,83,27,4,0,5.4,171,9,108
Shadow of the Vampire,92 min,6.9,41681,340,204,71,25,5,1,8.5,63,11,2
Dancer in the Dark,140 min,8.0,108245,744,134,61,18,11,4,8.7,191,13,8
"Crouching Tiger, Hidden Dragon",120 min,7.9,264932,1.7K,282,94,32,0,0,8.1,556,52,56
Billy Elliot,110 min,7.7,133263,478,87,74,28,5,1,7.4,106,9,17
Quiero ser (I want to be...),35 min,7.3,337,2,,,,,,,,,
The Perfect Storm,130 min,6.4,165265,814,176,59,20,15,1,6.1,33,38,13
The Patriot,165 min,7.2,269439,1.2K,172,63,23,11,1,6.7,113,35,23
Speed for Thespians,28 min,7.6,105,,,,,,,,,,
For the Birds,3 min,8.0,31593,66,11,,,,,,,,
Rejected,9 min,7.9,8418,49,6,,,,,,,,
Space Cowboys,130 min,6.5,80161,,,,,,,,,,
Hollow Man,112 min,5.8,129880,687,184,24,2,10,23,4.8,149,71,159
The Cell,107 min,6.4,101618,731,222,40,8,12,12,8.7,304,30,25
Quills,124 min,7.3,53853,319,100,70,24,4,3,7.3,27,8,0
Before Night Falls,133 min,7.2,25038,139,56,85,25,1,0,6.8,25,6,5
Memento,113 min,8.5,1202640,2.4K,228,80,30,3,1,8.9,"1,339",47,41
Pollock,122 min,7.0,28084,158,110,77,28,3,0,8.7,56,6,1
Into the Arms of Strangers: Stories of the Kindertransport,122 min,7.8,1752,20,30,79,23,2,0,7.4,6,1,0
Almost Famous,122 min,7.9,271343,922,169,90,37,1,0,6.1,292,26,130
The Contender,126 min,6.9,23966,387,134,59,21,11,3,6.9,15,9,2
Sexy Beast,89 min,7.3,60205,379,136,79,28,1,1,7.3,58,8,11
Father and Daughter,8 min,7.8,6344,225,7,,,,,,,,
Meet the Parents,108 min,7.0,328574,543,130,73,30,3,0,8.6,427,36,21
The Man on Lincoln's Nose,40 min,8.6,87,2,,,,,,,,,
Malena,108 min,7.5,99928,284,75,54,13,6,3,8.0,81,9,6
How the Grinch Stole Christmas,104 min,6.2,239569,677,129,46,11,10,8,6.5,116,81,25
102 Dalmatians,100 min,4.8,37148,,,,,,,,,,
Traffic,147 min,7.6,205189,912,178,86,31,3,0,8.8,293,23,6
Cast Away,143 min,7.8,573385,1.2K,110,73,27,4,1,7.7,431,41,58
The Emperor's New Groove,78 min,7.4,197103,,,,,,,,,,
Chocolat,121 min,7.3,188589,549,94,64,22,7,2,7.2,82,28,9
Stubble Trouble,4 min,6.1,279,7,,,,,,,,,
Big Mama,35 min,6.5,101,,,,,,,,,,
Curtain Call,38 min,7.8,34,2,,,,,,,,,
On Tiptoe: Gentle Steps to Freedom,58 min,6.9,28,,,,,,,,,,
Children Underground,104 min,8.2,2351,20,11,85,7,0,0,7.6,11,0,3
In the Bedroom,131 min,7.4,40177,524,169,86,27,4,0,7.5,61,11,8
LaLee's Kin: The Legacy of Cotton,89 min,7.7,229,7,3,78,4,1,0,8.6,25,0,4
Promises,106 min,8.4,2628,35,28,80,15,1,0,8.2,8,0,1
Copy Shop,12 min,7.4,1730,11,3,,,,,,,,
The Accountant,35 min,7.6,1073,35,3,,,,,,,,
Elling,89 min,7.5,14923,100,73,70,15,6,0,6.6,9,5,3
One Day Crossing,25 min,7.7,127,2,,,,,,,,,
Bridget Jones's Diary,97 min,6.8,239894,626,99,66,22,9,2,8.0,172,24,15
Shrek,90 min,7.9,656858,1.1K,173,84,31,3,0,8.8,951,37,22
Amélie,122 min,8.3,740947,1.5K,151,69,23,7,1,7.5,404,27,78
By Courier,13 min,7.5,64,2,,,,,,,,,
Artists and Orphans: A True Drama,40 min,4.2,22,,,,,,,,,,
Moulin Rouge!,127 min,7.6,279620,2.3K,201,66,22,10,3,8.4,402,38,37
No Man's Land,98 min,7.9,46734,187,103,84,28,1,0,8.0,36,4,4
The Man Who Wasn't There,116 min,7.5,108530,473,172,73,27,4,2,7.8,70,17,1
Mulholland Drive,147 min,7.9,346737,,,,,,,,,,
Pearl Harbor,183 min,6.2,327007,2K,163,44,9,20,6,5.6,110,77,73
Y tu mamá también,106 min,7.7,121406,417,166,88,33,3,0,6.7,166,20,54
Lagaan: Once Upon a Time in India,224 min,8.1,111737,305,75,84,21,0,0,8.3,62,7,5
Ghost World,111 min,7.3,119606,532,145,88,31,0,0,8.1,154,13,10
A.I. Artificial Intelligence,146 min,7.2,303425,,,,,,,,,,
Spirited Away,125 min,8.6,727150,1.5K,212,96,41,0,0,8.9,"1,755",44,105
Son of the Bride,123 min,7.8,15534,66,53,68,22,6,1,7.3,10,2,2
A Man Thing,26 min,7.7,506,6,2,,,,,,,,
Training Day,122 min,7.7,422550,765,125,69,26,8,1,8.8,404,23,4
Zus & Zo,106 min,6.1,1633,20,17,50,3,4,2,7.2,4,1,1
Murder on a Sunday Morning,111 min,8.0,4275,32,8,,,,,,,,
Strange Invaders,8 min,6.5,610,7,2,,,,,,,,
The Royal Tenenbaums,110 min,7.6,286543,1K,223,76,28,6,0,7.9,282,33,18
Gridlock,7 min,7.4,809,12,,,,,,,,,
Fifty Percent Grey,3 min,6.6,1227,12,,,,,,,,,
Gregor's Greatest Invention,11 min,7.1,162,,2,,,,,,,,
"Monsters, Inc.",92 min,8.1,878999,762,242,79,31,4,0,8.6,660,24,12
Give Up Yer Aul Sins,5 min,6.0,429,5,,,,,,,,,
Harry Potter and the Sorcerer's Stone,152 min,7.6,747634,1.9K,274,65,25,12,0,7.8,821,105,51
Gosford Park,137 min,7.2,86362,686,130,90,32,1,1,7.3,124,17,20
Monster's Ball,111 min,7.1,88424,545,138,69,25,6,1,4.0,41,17,53
The Affair of the Necklace,118 min,6.0,5322,66,48,42,4,14,4,5.1,2,3,2
I Am Sam,132 min,7.6,148872,499,105,28,6,8,19,7.5,102,28,16
Jimmy Neutron: Boy Genius,82 min,6.0,33881,139,60,65,13,7,1,6.5,52,24,16
The Lord of the Rings: The Fellowship of the Ring,178 min,8.9,1790895,5.6K,212,92,33,1,0,9.1,"2,194",59,81
Vanilla Sky,136 min,6.9,261005,1.3K,151,45,12,12,9,8.3,434,41,58
Kate & Leopold,118 min,6.4,83463,357,117,44,7,15,5,8.6,204,16,16
Ali,157 min,6.7,98591,418,157,65,25,14,0,6.8,46,25,5
Winged Migration,89 min,7.9,11883,154,96,82,32,2,0,8.2,19,1,1
A Beautiful Mind,135 min,8.2,906471,1.3K,154,72,22,,,72,22,,
Iris,91 min,7.0,18192,152,91,76,25,5,0,7.3,16,3,1
Black Hawk Down,144 min,7.7,387659,1.1K,213,74,24,8,1,7.9,275,27,16
Nowhere in Africa,141 min,7.5,13192,,,,,,,,,,
Sing!,36 min,6.2,24,,,,,,,,,,
War Photographer,96 min,7.9,4130,11,38,79,10,2,0,6.3,4,0,2
Rocks,8 min,7.7,2080,19,3,,,,,,,,
Daughter from Danang,83 min,7.5,592,29,27,77,13,3,0,6.4,5,0,3
Dog,17 min,7.1,376,9,,,,,,,,,
My Big Fat Greek Wedding,95 min,6.6,128899,789,141,62,17,11,1,7.4,70,22,6
The Man Without a Past,97 min,7.6,23318,122,101,84,29,0,0,7.6,22,5,2
The Time Machine,96 min,6.0,123643,,,,,,,,,,
Ice Age,81 min,7.5,471166,534,168,61,24,9,1,8.0,327,49,9
Spellbound,97 min,7.6,12225,106,95,80,32,2,0,7.7,12,2,1
Talk to Her,112 min,7.9,111102,,,,,,,,,,
The Cathedral,7 min,7.3,4612,28,4,,,,,,,,
Cuban Rafters,120 min,7.1,601,9,18,73,10,4,0,tbd,3,0,0
About a Boy,101 min,7.1,182124,442,153,75,31,5,2,7.4,82,21,2
Spider-Man,121 min,7.4,790761,,,,,,,,,,
Thoth,40 min,6.8,221,5,5,,,,,,,,
Why Can't We Be a Family Again?,27 min,7.3,74,,,,,,,,,,
The Red Jacket,20 min,7.5,191,4,3,,,,,,,,
Unfaithful,124 min,6.7,87864,584,89,63,23,8,3,7.7,55,12,5
Star Wars: Episode II - Attack of the Clones,142 min,6.6,685749,3.7K,331,54,16,18,5,6.1,788,594,290
Bowling for Columbine,120 min,8.0,143575,896,204,72,24,8,0,7.1,95,6,23
Spirit: Stallion of the Cimarron,83 min,7.2,73964,284,98,52,15,8,6,7.7,95,18,10
City of God,130 min,8.6,738696,1.1K,213,79,27,6,0,9.0,500,12,20
About Schmidt,125 min,7.2,127851,657,197,85,34,6,0,7.6,108,21,13
The Pianist,150 min,8.6,801208,1K,141,85,37,3,0,7.9,428,25,52
Mike's New Car,4 min,7.0,13812,31,10,,,,,,,,
The Collector of Bedford Street,36 min,8.1,63,,,,,,,,,,
The Chubbchubbs!,6 min,7.3,4009,25,3,,,,,,,,
Lilo & Stitch,85 min,7.3,183977,423,164,73,26,3,1,8.4,185,27,4
Minority Report,145 min,7.7,538419,1.4K,260,80,34,3,0,7.1,361,44,60
Squash,27 min,7.7,219,2,2,,,,,,,,
Road to Perdition,117 min,7.7,262703,1.1K,207,72,29,7,0,8.0,339,33,33
The Crime of Padre Amaro,118 min,6.7,13751,112,81,60,17,11,1,7.2,7,3,1
Frida,123 min,7.4,88583,305,131,61,20,17,1,7.2,45,5,3
Far from Heaven,107 min,7.4,46263,397,181,84,34,1,2,8.0,68,11,4
Dirty Pretty Things,97 min,7.3,42217,229,138,78,31,4,0,8.8,74,8,1
The Wild Thornberrys,85 min,5.6,14639,36,37,69,21,4,0,6.7,17,6,3
8 Mile,110 min,7.2,278433,657,112,77,34,4,0,8.6,542,39,23
The Quiet American,101 min,7.0,28219,212,74,84,37,1,1,8.7,50,1,3
Whale Rider,101 min,7.5,42187,374,138,80,28,3,0,5.6,71,14,46
In America,105 min,7.7,42879,287,140,76,35,6,0,8.3,28,4,1
Mighty Times: The Legacy of Rosa Parks,40 min,8.1,156,7,,,,,,,,,
Johnny Flynton,37 min,6.4,151,6,,,,,,,,,
I'll Wait for the Next One...,4 min,7.4,1730,61,4,,,,,,,,
This Charming Man,30 min,6.8,685,10,2,,,,,,,,
